token_address,name,symbol,from,to,value_normalized
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USD Coin,N/A,0xEe7aE85f2Fe2239E27D9c1E23fFFe168D63b4055,0xE8F5Abe7c4043A2a09D6b54D2f655C4b0db185dd,1.757702468e-09
