depth,from,to,call_type,function,gas_allocated,gas_used,gas_remaining
10,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,0x7cbbe5d46146e69cd09d26f317ebadd324fc3e9d,staticcall,Unresolved_f5996fe4,1250018,1405,1248613
11,0x7cbbe5d46146e69cd09d26f317ebadd324fc3e9d,0x28cd26607b09f6a2c89c1ec02cc5ec9b25cb0257,staticcall,implementation,1230248,308,1229940
11,0x7cbbe5d46146e69cd09d26f317ebadd324fc3e9d,0x7c9c6c832a94511586c52561fce8cfc9db88f91b,delegatecall,Unresolved_f5996fe4,1229584,447,1229137
8,0x1ff3fdd052edc3dd83673e2d8165da6fb1b184c1,0x5cdad2512a46744100e38bea7006b486f4d14eea,staticcall,paused,1281837,2521,1279316
6,0x7cbbe5d46146e69cd09d26f317ebadd324fc3e9d,0x1ff3fdd052edc3dd83673e2d8165da6fb1b184c1,call,Unresolved_d6460b4b,1310345,115865,1194480
7,0x1ff3fdd052edc3dd83673e2d8165da6fb1b184c1,0x2d2d83afe241c1ca57fec3eb9c4f4786f1e0ca31,staticcall,implementation,1289632,308,1289324
7,0x1ff3fdd052edc3dd83673e2d8165da6fb1b184c1,0x0a7734281725f534f83d1bc9d91c40b1e80618cc,delegatecall,Unresolved_d6460b4b,1288960,114901,1174059
8,0x1ff3fdd052edc3dd83673e2d8165da6fb1b184c1,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,call,Unresolved_bb463027,1267711,6958,1260753
9,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,0x1e45673d425a0e9b27e6688bbec53ea9f22f2d8a,staticcall,implementation,1247664,308,1247356
9,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,0x50d2acb0d9ee43c39dcf7cf694e94a0f9187491a,delegatecall,Unresolved_bb463027,1247001,6003,1240998
10,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,0x7cbbe5d46146e69cd09d26f317ebadd324fc3e9d,staticcall,Unresolved_f5996fe4,1223976,1405,1222571
11,0x7cbbe5d46146e69cd09d26f317ebadd324fc3e9d,0x28cd26607b09f6a2c89c1ec02cc5ec9b25cb0257,staticcall,implementation,1204613,308,1204305
11,0x7cbbe5d46146e69cd09d26f317ebadd324fc3e9d,0x7c9c6c832a94511586c52561fce8cfc9db88f91b,delegatecall,Unresolved_f5996fe4,1203949,447,1203502
8,0x1ff3fdd052edc3dd83673e2d8165da6fb1b184c1,0x5cdad2512a46744100e38bea7006b486f4d14eea,staticcall,paused,1257644,521,1257123
8,0x1ff3fdd052edc3dd83673e2d8165da6fb1b184c1,0xca1154bbd62c21868a358f9f782b90d69af600b0,call,transfer,1190342,23040,1167302
3,0x80bf7db69556d9521c03461978b8fc731dbbd4e4,0xca1154bbd62c21868a358f9f782b90d69af600b0,call,borrowAsset,1232062,314983,917079
4,0xca1154bbd62c21868a358f9f782b90d69af600b0,0x3717e340140d30f3a077dd21fac39a86ace873aa,staticcall,Unresolved_22bbc2d2,1208019,1603,1206416
4,0xca1154bbd62c21868a358f9f782b90d69af600b0,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,staticcall,getPrices,1188902,174792,1014110
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0x91d07e071ed64ea2a11ecea0a067e275697f404b,staticcall,convertToShares,1169852,1365,1168487
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,staticcall,decimals,1168144,3164,1164980
6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x43506849d7c04f9138d1a2050bbf3a0c054402dd,delegatecall,decimals,1149165,2381,1146784
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0xbf74c732e311bb333bcc465a0195c7178270ebc1,staticcall,Unresolved_0807aa91,1152333,48980,1103353
6,0xbf74c732e311bb333bcc465a0195c7178270ebc1,0x02edd21f1db8eb146be60998e9801691e725f119,staticcall,token0,1131156,266,1130890
6,0xbf74c732e311bb333bcc465a0195c7178270ebc1,0x02edd21f1db8eb146be60998e9801691e725f119,staticcall,token1,1130407,308,1130099
6,0xbf74c732e311bb333bcc465a0195c7178270ebc1,0x02edd21f1db8eb146be60998e9801691e725f119,staticcall,token1,1129670,308,1129362
6,0xbf74c732e311bb333bcc465a0195c7178270ebc1,0x02edd21f1db8eb146be60998e9801691e725f119,staticcall,token0,1128944,266,1128678
6,0xbf74c732e311bb333bcc465a0195c7178270ebc1,0x04c154b66cb340f3ae24111cc767e0184ed00cc6,staticcall,decimals,1128269,294,1127975
6,0xbf74c732e311bb333bcc465a0195c7178270ebc1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,staticcall,decimals,1127563,2444,1125119
6,0xbf74c732e311bb333bcc465a0195c7178270ebc1,0x02edd21f1db8eb146be60998e9801691e725f119,staticcall,observe,1124093,29696,1094397
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0xbf74c732e311bb333bcc465a0195c7178270ebc1,staticcall,Unresolved_0807aa91,1103333,55930,1047403
6,0xbf74c732e311bb333bcc465a0195c7178270ebc1,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,staticcall,token0,1085382,266,1085116
6,0xbf74c732e311bb333bcc465a0195c7178270ebc1,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,staticcall,token1,1084633,308,1084325
6,0xbf74c732e311bb333bcc465a0195c7178270ebc1,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,staticcall,token1,1083897,308,1083589
6,0xbf74c732e311bb333bcc465a0195c7178270ebc1,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,staticcall,token0,1083170,266,1082904
6,0xbf74c732e311bb333bcc465a0195c7178270ebc1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,staticcall,decimals,1082496,1164,1081332
7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x43506849d7c04f9138d1a2050bbf3a0c054402dd,delegatecall,decimals,1064855,381,1064474
6,0xbf74c732e311bb333bcc465a0195c7178270ebc1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,staticcall,decimals,1080933,444,1080489
6,0xbf74c732e311bb333bcc465a0195c7178270ebc1,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,staticcall,observe,1079432,44276,1035156
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0x04c154b66cb340f3ae24111cc767e0184ed00cc6,staticcall,decimals,1045349,294,1045055
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,staticcall,decimals,1044365,1238,1043127
6,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,0x1e45673d425a0e9b27e6688bbec53ea9f22f2d8a,staticcall,implementation,1027808,308,1027500
6,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,0x50d2acb0d9ee43c39dcf7cf694e94a0f9187491a,delegatecall,decimals,1027145,280,1026865
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,staticcall,unlocked,1042217,1377,1040840
6,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,0x1e45673d425a0e9b27e6688bbec53ea9f22f2d8a,staticcall,implementation,1025694,308,1025386
6,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,0x50d2acb0d9ee43c39dcf7cf694e94a0f9187491a,delegatecall,unlocked,1025030,419,1024611
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,staticcall,convertToAssets,1040431,2943,1037488
6,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,0x1e45673d425a0e9b27e6688bbec53ea9f22f2d8a,staticcall,implementation,1023936,308,1023628
6,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,0x50d2acb0d9ee43c39dcf7cf694e94a0f9187491a,delegatecall,convertToAssets,1023269,1982,1021287
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,staticcall,Unresolved_bdc8d060,1037179,1376,1035803
6,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,0x1e45673d425a0e9b27e6688bbec53ea9f22f2d8a,staticcall,implementation,1020734,308,1020426
6,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,0x50d2acb0d9ee43c39dcf7cf694e94a0f9187491a,delegatecall,Unresolved_bdc8d060,1020071,418,1019653
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,staticcall,Unresolved_bdc8d060,1035030,1376,1033654
6,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,0x1e45673d425a0e9b27e6688bbec53ea9f22f2d8a,staticcall,implementation,1018619,308,1018311
6,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,0x50d2acb0d9ee43c39dcf7cf694e94a0f9187491a,delegatecall,Unresolved_bdc8d060,1017955,418,1017537
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0x7cbbe5d46146e69cd09d26f317ebadd324fc3e9d,staticcall,stakingToken,1030908,1340,1029568
6,0x7cbbe5d46146e69cd09d26f317ebadd324fc3e9d,0x28cd26607b09f6a2c89c1ec02cc5ec9b25cb0257,staticcall,implementation,1014561,308,1014253
6,0x7cbbe5d46146e69cd09d26f317ebadd324fc3e9d,0x7c9c6c832a94511586c52561fce8cfc9db88f91b,delegatecall,stakingToken,1013898,382,1013516
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,staticcall,Unresolved_4f4ce61d,1029006,1407,1027599
6,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,0x1e45673d425a0e9b27e6688bbec53ea9f22f2d8a,staticcall,implementation,1012689,308,1012381
6,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,0x50d2acb0d9ee43c39dcf7cf694e94a0f9187491a,delegatecall,Unresolved_4f4ce61d,1012026,449,1011577
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0xeba47e4cde40e579b32d11593296b15b60882543,staticcall,getReserves,1024696,1461,1023235
6,0xeba47e4cde40e579b32d11593296b15b60882543,0x1899ad7268e4e76d21b6a04061e17cec847a111b,staticcall,getReserves,1008255,504,1007751
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0xca1154bbd62c21868a358f9f782b90d69af600b0,staticcall,convertToAssets,1022513,2377,1020136
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0x1899ad7268e4e76d21b6a04061e17cec847a111b,staticcall,token1,1019828,357,1019471
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0xca1154bbd62c21868a358f9f782b90d69af600b0,staticcall,decimals,1019065,274,1018791
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0x1899ad7268e4e76d21b6a04061e17cec847a111b,staticcall,token0,1018098,381,1017717
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,staticcall,decimals,1017312,1238,1016074
6,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,0x1e45673d425a0e9b27e6688bbec53ea9f22f2d8a,staticcall,implementation,1001178,308,1000870
6,0x82788c99bd80ad2d7bba1fb12b0eac97ccf2e91f,0x50d2acb0d9ee43c39dcf7cf694e94a0f9187491a,delegatecall,decimals,1000514,280,1000234
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0x1899ad7268e4e76d21b6a04061e17cec847a111b,staticcall,totalSupply,1001849,388,1001461
5,0x09133de53c0b365587c0e8c67e2c07a624f31ce4,0x1899ad7268e4e76d21b6a04061e17cec847a111b,staticcall,decimals,1001095,297,1000798
4,0xca1154bbd62c21868a358f9f782b90d69af600b0,0x91d07e071ed64ea2a11ecea0a067e275697f404b,call,transferFrom,977639,8523,969116
4,0xca1154bbd62c21868a358f9f782b90d69af600b0,0x3717e340140d30f3a077dd21fac39a86ace873aa,staticcall,Unresolved_22bbc2d2,965924,1603,964321
4,0xca1154bbd62c21868a358f9f782b90d69af600b0,0x3717e340140d30f3a077dd21fac39a86ace873aa,call,Unresolved_f556d889,962369,17742,944627
5,0x3717e340140d30f3a077dd21fac39a86ace873aa,0xca1154bbd62c21868a358f9f782b90d69af600b0,staticcall,convertToAssets,946424,2377,944047
5,0x3717e340140d30f3a077dd21fac39a86ace873aa,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,call,transfer,936812,5452,931360
6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x43506849d7c04f9138d1a2050bbf3a0c054402dd,delegatecall,transfer,921441,4663,916778
4,0xca1154bbd62c21868a358f9f782b90d69af600b0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,call,transfer,915387,5452,909935
5,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x43506849d7c04f9138d1a2050bbf3a0c054402dd,delegatecall,transfer,900351,4663,895688
2,0xbbbbbbbbbb9cc5e90e3b3af64bdaf62c37eeffcb,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,call,transferFrom,960261,11349,948912
3,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x43506849d7c04f9138d1a2050bbf3a0c054402dd,delegatecall,transferFrom,944518,10554,933964
1,0x80bf7db69556d9521c03461978b8fc731dbbd4e4,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,staticcall,balanceOf,988086,1339,986747
2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x43506849d7c04f9138d1a2050bbf3a0c054402dd,delegatecall,balanceOf,971917,553,971364
1,0x80bf7db69556d9521c03461978b8fc731dbbd4e4,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,call,transfer,986058,10252,975806
2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x43506849d7c04f9138d1a2050bbf3a0c054402dd,delegatecall,transfer,969918,9463,960455
1,0x80bf7db69556d9521c03461978b8fc731dbbd4e4,0x229b8325bb9ac04602898b7e8989998710235d5f,call,,2300,0,2300
