token_address,name,symbol,from,to,value
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,usdc,0x37305b1cd40574e4c5ce33f8e8306be057fd7341,0x37305b1cd40574e4c5ce33f8e8306be057fd7341,1
